first_name,last_name,company,title,linkedin_url,location,message_step1,message_step2,message_step3,message_step4
,,Bupa Australia,Head of Operations,,,"Tianni, Bupa Australia digital strategy — telehealth and virtual care are growing fast in Australia. But body measurement still defaults to in-person. Remote capture changes the equation.","Appreciate the connection. I'm from 3DLOOK — we built FitXpress to turn two smartphone photos into verified body measurements and composition data in under a minute.
For Bupa Australia's product roadmap, remote body measurement fills a specific gap in the digital health experience. Members enrolled in wellness programs, weight management, or post-surgical recovery need regular body measurement data — but current options are either clinic visits (low compliance) or self-report (low accuracy). FitXpress delivers 96-97% accuracy vs manual measurements from two photos, with full body composition including body fat percentage and lean mass. The data flows via API into whatever system Bupa Australia uses to track member health outcomes.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Tianni — one more. The insurers winning on digital engagement are the ones closing the gap between virtual tools and physical health data. FitXpress provides verified body measurement via API — 80+ metrics, body composition, 96-97% accuracy vs manual measurements. For Bupa Australia's digital health strategy: remote measurement that members actually use and clinical teams trust. Worth 10 minutes?","Tianni — won't keep going. If verified body measurement as a digital health capability comes up at Bupa Australia, happy to show how it works."
,,HCF Australia,Non Executive Director,,,"Amanda, HCF Australia digital strategy — telehealth and virtual care are growing fast in Australia. But body measurement still defaults to in-person. Remote capture changes the equation.","Thanks for connecting. I'm from 3DLOOK — FitXpress captures 80+ body measurements, body composition, and a 3D body model from two smartphone photos in 45 seconds.
For HCF Australia's product roadmap, remote body measurement fills a specific gap in the digital health experience. Members enrolled in wellness programs, weight management, or post-surgical recovery need regular body measurement data — but current options are either clinic visits (low compliance) or self-report (low accuracy). FitXpress delivers 96-97% accuracy vs manual measurements from two photos, with full body composition including body fat percentage and lean mass. The data flows via API into whatever system HCF Australia uses to track member health outcomes.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Amanda — a digital health stack thought. Most insurers have digitized claims, telehealth, and member portals. Body measurement is the piece that's still analog. FitXpress fills that gap: 96-97% accuracy vs manual measurements, 45 seconds, API integration. For HCF Australia: a digital measurement layer that completes the virtual care experience. 10 minutes to walk through the integration?","Amanda — won't keep going. If verified body measurement as a digital health capability comes up at HCF Australia, happy to show how it works."
,,Bupa Australia,Chief Risk Officer,,,"Grant, Bupa Australia digital strategy — telehealth and virtual care are growing fast in Australia. But body measurement still defaults to in-person. Remote capture changes the equation.","Thanks for accepting. I'm from 3DLOOK — FitXpress captures clinical-grade body measurements (80+ metrics + body composition) from two smartphone photos in 45 seconds.
For a health insurer at Bupa Australia's scale, the digital health stack needs three things: member-facing tools that drive engagement, clinical data that's regulator-ready, and integration that doesn't add operational overhead. FitXpress checks all three. Members scan in 45 seconds from their phone and get a 3D model with side-by-side progress visualization — that's the engagement layer. The backend delivers verified measurements with 96-97% accuracy vs manual measurements and an audit trail — that's the compliance layer. The whole thing integrates via API — that's the operational layer.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Grant — quick thought. FitXpress turns body measurement into an API call: two photos in, 80+ measurements + body composition out. 96-97% accuracy vs manual measurements, HIPAA-compliant, integrates into any digital health stack. For Bupa Australia: verified body data as a product feature. 15 minutes?","Grant — leaving this here. If remote body measurement API integration ever becomes relevant for Bupa Australia's product roadmap, I'm available."
,,Bupa Australia,General Manager,,,"Megan, you're focused on health outcomes at Bupa Australia. The retention problem in wellness programs: members don't see results fast enough. A 3D body scan that shows progress visually solves that.","Thanks for accepting. I'm from 3DLOOK — FitXpress captures clinical-grade body measurements (80+ metrics + body composition) from two smartphone photos in 45 seconds.
For Bupa Australia, the preventive health opportunity is turning wellness programs from a cost center into a retention engine. Members who actively track their health progress are less likely to switch insurers. The challenge is giving them tracking tools they'll actually use. FitXpress delivers that: two photos, 45 seconds, a detailed 3D model with body composition breakdown. 96-97% accuracy vs manual measurements means the data is trustworthy. The visual progress comparison means members stay engaged month after month. For a health insurer, that's measurable ROI: higher program completion rates, lower churn among wellness participants, and stronger NPS from members who feel their insurer invested in their health.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing.","Megan — one more. Members who see their body changing are members who stay. FitXpress gives Bupa Australia members a visual health tracking tool they'll use monthly. 96-97% accuracy vs manual measurements, 45 seconds. For preventive health programs: retention through visible results. 15-minute walkthrough?","Megan — final one. If visual body progress as a member retention tool becomes relevant for Bupa Australia's health programs, reach out."
,,Bupa Australia,General Manager Hospital and Medical Partnerships,,,"Lucy, Bupa Australia member health — the best preventive program is one members stick with. Side-by-side 3D body progress gives them the visual feedback that keeps them engaged.","Appreciate the connection. I'm from 3DLOOK — we built FitXpress to turn two smartphone photos into verified body measurements and composition data in under a minute.
For Bupa Australia's member health programs, the missing piece is objective progress data that members can see and trust. Self-reported weight is unreliable. Gym check-ins track attendance, not outcomes. FitXpress provides verified body measurement that captures actual physical change: body fat percentage trends, lean mass changes, measurement reductions across 80+ data points. The 3D model with side-by-side comparison gives members an undeniable view of their progress. This isn't gamification — it's clinical-grade measurement presented in a way that drives sustained engagement. 96-97% accuracy vs manual measurements, 95%+ repeatability across scans.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Lucy — one more. Members who see their body changing are members who stay. FitXpress gives Bupa Australia members a visual health tracking tool they'll use monthly. 96-97% accuracy vs manual measurements, 45 seconds. For preventive health programs: retention through visible results. 15-minute walkthrough?","Lucy — leaving this here. If verified body progress tracking for Bupa Australia members ever becomes relevant, I'm available."
,,Medibank,Non Executive Director and Chair of the Investment & Capital Committee,,,"Peter, you're driving digital transformation at Medibank. One thing most digital health stacks miss: verified body measurement without a clinic visit. That gap is fixable.","Thanks for accepting. I'm from 3DLOOK — FitXpress captures clinical-grade body measurements (80+ metrics + body composition) from two smartphone photos in 45 seconds.
For Medibank's digital health stack, the opportunity is closing the loop between virtual care delivery and physical measurement data. Most insurers have invested in telehealth platforms, member apps, and digital claims — but when a member needs body measurement for a health program, the process still involves a clinic visit or a self-reported scale weight. FitXpress changes that: two photos from the member's phone, 45 seconds, verified measurements with 96-97% accuracy vs manual measurements. The API integrates directly into existing member apps and clinical workflows.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Peter — one more. The insurers winning on digital engagement are the ones closing the gap between virtual tools and physical health data. FitXpress provides verified body measurement via API — 80+ metrics, body composition, 96-97% accuracy vs manual measurements. For Medibank's digital health strategy: remote measurement that members actually use and clinical teams trust. Worth 10 minutes?","Peter — last note from me. If adding remote body measurement to Medibank's digital health stack ever becomes a priority, I'm available."
,,HCF Australia,Head of Innovation,,,"Liam, HCF Australia digital ecosystem — member health tracking is the engagement layer insurers are competing on. Remote body measurement with visual progress gives members a reason to stay engaged.","Thanks for connecting. I'm from 3DLOOK — FitXpress captures 80+ body measurements, body composition, and a 3D body model from two smartphone photos in 45 seconds.
For HCF Australia's product roadmap, remote body measurement fills a specific gap in the digital health experience. Members enrolled in wellness programs, weight management, or post-surgical recovery need regular body measurement data — but current options are either clinic visits (low compliance) or self-report (low accuracy). FitXpress delivers 96-97% accuracy vs manual measurements from two photos, with full body composition including body fat percentage and lean mass. The data flows via API into whatever system HCF Australia uses to track member health outcomes.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Liam — one more. The insurers winning on digital engagement are the ones closing the gap between virtual tools and physical health data. FitXpress provides verified body measurement via API — 80+ metrics, body composition, 96-97% accuracy vs manual measurements. For HCF Australia's digital health strategy: remote measurement that members actually use and clinical teams trust. Worth 10 minutes?","Liam — final one. If the body measurement gap in HCF Australia's digital health experience becomes a priority, reach out anytime."
,,Qoctor,Chief Executive Officer,,,"Aifric, at Qoctor you're building the digital health future. The body measurement piece of that stack — still a gap. Remote scanning from a phone closes it.","Thanks for connecting. I'm from 3DLOOK — FitXpress captures 80+ body measurements, body composition, and a 3D body model from two smartphone photos in 45 seconds.
For a digital health company at Qoctor's scale, the digital health stack needs three things: member-facing tools that drive engagement, clinical data that's regulator-ready, and integration that doesn't add operational overhead. FitXpress checks all three. Members scan in 45 seconds from their phone and get a 3D model with side-by-side progress visualization — that's the engagement layer. The backend delivers verified measurements with 96-97% accuracy vs manual measurements and an audit trail — that's the compliance layer. The whole thing integrates via API — that's the operational layer.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Aifric — one more. The platforms winning on digital engagement are the ones closing the gap between virtual tools and physical health data. FitXpress provides verified body measurement via API — 80+ metrics, body composition, 96-97% accuracy vs manual measurements. For Qoctor's digital health strategy: remote measurement that members actually use and clinical teams trust. Worth 15 minutes?","Aifric — leaving this here. If remote body measurement API integration ever becomes relevant for Qoctor's product roadmap, I'm available."
,,HCF Australia,Head of HCF Research Foundation,,,"Christopher, HCF Australia — members join health programs with good intentions, then drop off. Remote body scanning with visual progress changes that dynamic.","Thanks for accepting. I'm from 3DLOOK — FitXpress captures clinical-grade body measurements (80+ metrics + body composition) from two smartphone photos in 45 seconds.
For HCF Australia, the preventive health opportunity is turning wellness programs from a cost center into a retention engine. Members who actively track their health progress are less likely to switch insurers. The challenge is giving them tracking tools they'll actually use. FitXpress delivers that: two photos, 45 seconds, a detailed 3D model with body composition breakdown. 96-97% accuracy vs manual measurements means the data is trustworthy. The visual progress comparison means members stay engaged month after month. For a health insurer, that's measurable ROI: higher program completion rates, lower churn among wellness participants, and stronger NPS from members who feel their insurer invested in their health.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing.","Christopher — specifically on member retention. FitXpress turns body measurement into an engagement feature: 3D progress visualization that members actually look forward to. 96-97% accuracy vs manual measurements, 45 seconds from their phone. For HCF Australia health programs: a retention tool disguised as a member benefit. 10 minutes?","Christopher — last note. If adding visual progress tracking to HCF Australia's member health programs ever becomes a priority, I'm available."
,,Bupa Australia,Roving Maintenance Supervisor,,,"Daniel, Bupa Australia digital health roadmap — the shift to virtual care is real. But body measurement data is still manual. A 45-second remote scan fills that gap.","Appreciate the connection. I'm from 3DLOOK — we built FitXpress to turn two smartphone photos into verified body measurements and composition data in under a minute.
Here's why this matters for Bupa Australia's digital transformation: verified body data is the clinical anchor that makes virtual health programs defensible. Without it, you're relying on member self-report — which introduces error and undermines program ROI measurement. FitXpress provides audit-ready body measurement data captured remotely. For a health insurer, that means you can prove that your digital wellness programs actually produce measurable physical outcomes — not just engagement metrics.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Daniel — a digital health stack thought. Most insurers have digitized claims, telehealth, and member portals. Body measurement is the piece that's still analog. FitXpress fills that gap: 96-97% accuracy vs manual measurements, 45 seconds, API integration. For Bupa Australia: a digital measurement layer that completes the virtual care experience. 10 minutes to walk through the integration?","Daniel — last note from me. If adding remote body measurement to Bupa Australia's digital health stack ever becomes a priority, I'm available."
,,Medibank,Head Of Internal Audit,,,"Michael, at Medibank you know member health outcomes drive retention. The gap: members need to see their progress to stay motivated. Remote body scanning with visual comparison delivers that.","Appreciate the connection. I'm from 3DLOOK — we built FitXpress to turn two smartphone photos into verified body measurements and composition data in under a minute.
For Medibank's member health programs, the missing piece is objective progress data that members can see and trust. Self-reported weight is unreliable. Gym check-ins track attendance, not outcomes. FitXpress provides verified body measurement that captures actual physical change: body fat percentage trends, lean mass changes, measurement reductions across 80+ data points. The 3D model with side-by-side comparison gives members an undeniable view of their progress. This isn't gamification — it's clinical-grade measurement presented in a way that drives sustained engagement. 96-97% accuracy vs manual measurements, 95%+ repeatability across scans.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Michael — a member engagement thought. The insurers winning on retention are the ones giving members visible proof of their health progress. FitXpress delivers that: two photos, 45 seconds, 3D progress visualization. For Medibank wellness programs: higher completion rates, stronger member loyalty. 10 minutes to see the member experience?","Michael — won't keep going. If member engagement through body progress tracking comes up at Medibank, happy to show the member experience."
,,HCF Australia,Head of Platform Services,,,"Craig, health programs at HCF Australia — preventive care lives or dies on member engagement. Verified body progress tracking gives members a reason to stay in the program.","Thanks for connecting. I'm from 3DLOOK — FitXpress captures 80+ body measurements, body composition, and a 3D body model from two smartphone photos in 45 seconds.
For HCF Australia, the preventive health opportunity is turning wellness programs from a cost center into a retention engine. Members who actively track their health progress are less likely to switch insurers. The challenge is giving them tracking tools they'll actually use. FitXpress delivers that: two photos, 45 seconds, a detailed 3D model with body composition breakdown. 96-97% accuracy vs manual measurements means the data is trustworthy. The visual progress comparison means members stay engaged month after month. For a health insurer, that's measurable ROI: higher program completion rates, lower churn among wellness participants, and stronger NPS from members who feel their insurer invested in their health.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing.","Craig — quick thought on preventive health engagement. FitXpress transforms body measurement from a clinical task into a member experience: 3D model, side-by-side progress comparison, full body composition. Yazen saw retention skyrocket when they added this. For HCF Australia: measurable engagement lift for wellness programs. Worth 10 minutes?","Craig — final one. If visual body progress as a member retention tool becomes relevant for HCF Australia's health programs, reach out."
,,Medibank,Head of Retention and Customer Value at Medibank,,,"Frank, you're focused on member engagement at Medibank. The metric that matters: do members attribute health progress to their insurer? Visual body tracking makes that attribution real.","Good to connect. Quick context: I'm from 3DLOOK — FitXpress generates 80+ verified body measurements and composition data from two photos, delivered via API.
For Medibank's member engagement strategy, the retention math is simple: members who actively use their insurer's health tools are significantly less likely to switch. The challenge is giving them tools they'll actually use — not another generic wellness app. FitXpress fills that gap with something genuinely compelling: a 3D body scan from two photos that shows members exactly how their body is changing over time. Body fat percentage going down, lean mass going up, measurements shifting across 80+ data points — all visualized side by side with their previous scan. Yazen, a European weight loss platform, ran 34,000 scans in 2025. Their patients scan every 30 days, and the side-by-side 3D visualization is their #1 retention feature. For a health insurer, that's the engagement metric that directly impacts lifetime value.",Frank — quick thought. Health insurer retention is hard because there's no positive monthly touchpoint. FitXpress creates one: a 45-second body scan showing members their progress visually. Members who scan monthly renew. For Medibank: a retention tool that members actually want to use. Worth 15 minutes?,"Frank — leaving this here. If remote body measurement as a member retention tool ever becomes relevant at Medibank, I'm available."
,,HCF Australia,Head of Actuarial - Health,,,"Herbert, HCF Australia wellness strategy — member engagement is the metric that matters. Remote body measurement with progress visualization turns a clinical task into a member experience.","Good to connect. Quick context: I'm from 3DLOOK — FitXpress generates 80+ verified body measurements and composition data from two photos, delivered via API.
For HCF Australia, the preventive health opportunity is turning wellness programs from a cost center into a retention engine. Members who actively track their health progress are less likely to switch insurers. The challenge is giving them tracking tools they'll actually use. FitXpress delivers that: two photos, 45 seconds, a detailed 3D model with body composition breakdown. 96-97% accuracy vs manual measurements means the data is trustworthy. The visual progress comparison means members stay engaged month after month. For a health insurer, that's measurable ROI: higher program completion rates, lower churn among wellness participants, and stronger NPS from members who feel their insurer invested in their health.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing.","Herbert — a member engagement thought. The insurers winning on retention are the ones giving members visible proof of their health progress. FitXpress delivers that: two photos, 45 seconds, 3D progress visualization. For HCF Australia wellness programs: higher completion rates, stronger member loyalty. 15 minutes to see the member experience?","Herbert — won't keep going. If member engagement through body progress tracking comes up at HCF Australia, happy to show the member experience."
,,HCF Australia,"Chief Officer, Product & Diversified Business",,,"Sebastian, digital product at HCF Australia — most health insurers are layering digital services on top of analog measurement. Body data captured remotely closes that last gap.","Thanks for accepting. I'm from 3DLOOK — FitXpress captures clinical-grade body measurements (80+ metrics + body composition) from two smartphone photos in 45 seconds.
For HCF Australia's digital health stack, the opportunity is closing the loop between virtual care delivery and physical measurement data. Most insurers have invested in telehealth platforms, member apps, and digital claims — but when a member needs body measurement for a health program, the process still involves a clinic visit or a self-reported scale weight. FitXpress changes that: two photos from the member's phone, 45 seconds, verified measurements with 96-97% accuracy vs manual measurements. The API integrates directly into existing member apps and clinical workflows.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Sebastian — a digital health stack thought. Most insurers have digitized claims, telehealth, and member portals. Body measurement is the piece that's still analog. FitXpress fills that gap: 96-97% accuracy vs manual measurements, 45 seconds, API integration. For HCF Australia: a digital measurement layer that completes the virtual care experience. 15 minutes to walk through the integration?","Sebastian — leaving this here. If remote body measurement API integration ever becomes relevant for HCF Australia's product roadmap, I'm available."
,,Bupa Australia,"Senior Manager, Sustainability and Social Impact, Bupa",,,"Maya, Bupa Australia digital health roadmap — the shift to virtual care is real. But body measurement data is still manual. A 45-second remote scan fills that gap.","Appreciate the connection. I'm from 3DLOOK — we built FitXpress to turn two smartphone photos into verified body measurements and composition data in under a minute.
For a health insurer at Bupa Australia's scale, the digital health stack needs three things: member-facing tools that drive engagement, clinical data that's regulator-ready, and integration that doesn't add operational overhead. FitXpress checks all three. Members scan in 45 seconds from their phone and get a 3D model with side-by-side progress visualization — that's the engagement layer. The backend delivers verified measurements with 96-97% accuracy vs manual measurements and an audit trail — that's the compliance layer. The whole thing integrates via API — that's the operational layer.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Maya — specifically on the measurement gap. Bupa Australia has the digital infrastructure. What's missing is remote body measurement that's accurate enough for clinical use and simple enough for member adoption. FitXpress delivers both: 96-97% accuracy vs manual measurements, 45 seconds. 15-minute demo?","Maya — last note from me. If adding remote body measurement to Bupa Australia's digital health stack ever becomes a priority, I'm available."
,,HCF Australia,Head of P&C Business Partnering,,,"Pearl, HCF Australia wellness strategy — member engagement is the metric that matters. Remote body measurement with progress visualization turns a clinical task into a member experience.","Thanks for accepting. I'm from 3DLOOK — FitXpress captures clinical-grade body measurements (80+ metrics + body composition) from two smartphone photos in 45 seconds.
For HCF Australia, the preventive health opportunity is turning wellness programs from a cost center into a retention engine. Members who actively track their health progress are less likely to switch insurers. The challenge is giving them tracking tools they'll actually use. FitXpress delivers that: two photos, 45 seconds, a detailed 3D model with body composition breakdown. 96-97% accuracy vs manual measurements means the data is trustworthy. The visual progress comparison means members stay engaged month after month. For a health insurer, that's measurable ROI: higher program completion rates, lower churn among wellness participants, and stronger NPS from members who feel their insurer invested in their health.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing.","Pearl — specifically on member retention. FitXpress turns body measurement into an engagement feature: 3D progress visualization that members actually look forward to. 96-97% accuracy vs manual measurements, 45 seconds from their phone. For HCF Australia health programs: a retention tool disguised as a member benefit. 10 minutes?","Pearl — won't keep going. If member engagement through body progress tracking comes up at HCF Australia, happy to show the member experience."
,,Medibank,Head of Identity and Access Management,,,"Harry, you're focused on health outcomes at Medibank. The retention problem in wellness programs: members don't see results fast enough. A 3D body scan that shows progress visually solves that.","Good to connect. Quick context: I'm from 3DLOOK — FitXpress generates 80+ verified body measurements and composition data from two photos, delivered via API.
For Medibank's preventive health programs, the member engagement challenge is real: people sign up, do a few check-ins, then disappear. The problem isn't motivation — it's that progress feels invisible. A scale number changes slowly. A waist measurement tape is awkward. FitXpress changes the feedback loop: members take two photos on their phone every 30 days, and get a 3D body model showing exactly where their body changed — side by side with their previous scan. 96-97% accuracy vs manual measurements, full body composition data. The Yazen case study proves the retention impact: 34,000 scans in 2025, and the side-by-side 3D visualization is their #1 retention feature.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Harry — specifically on member retention. FitXpress turns body measurement into an engagement feature: 3D progress visualization that members actually look forward to. 96-97% accuracy vs manual measurements, 45 seconds from their phone. For Medibank health programs: a retention tool disguised as a member benefit. 10 minutes?","Harry — final one. If visual body progress as a member retention tool becomes relevant for Medibank's health programs, reach out."
,,Bupa Australia,Head of Voice of Customer,,,"Caitlin, at Bupa Australia you drive growth through member experience. The insight: members who see their body changing because of their insurer's tools become your best retention stories.","Thanks for accepting. I'm from 3DLOOK — FitXpress captures clinical-grade body measurements (80+ metrics + body composition) from two smartphone photos in 45 seconds.
Here's what matters for Bupa Australia's member experience: health insurers spend millions on acquisition but comparatively little on giving members a reason to stay. FitXpress changes that equation. It gives members a monthly health ritual — a 45-second body scan that shows real, measurable progress. The 3D model lets members see changes that a scale can't capture: body recomposition, measurement reductions, posture improvements. The body composition data gives them clinical-grade metrics they'd normally only get from a DEXA scan or professional assessment. For Bupa Australia members: a health tracking experience that feels premium, personal, and worth staying for. 96-97% accuracy vs manual measurements, 95%+ repeatability across scans.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest.","Caitlin — one more on member engagement. FitXpress turns body measurement into a monthly member ritual: two photos, 3D progress model, body composition breakdown. 96-97% accuracy vs manual measurements, 45 seconds. For Bupa Australia: NPS and retention through visible health progress. 15-minute walkthrough?","Caitlin — leaving this here. If remote body measurement as a member retention tool ever becomes relevant at Bupa Australia, I'm available."
,,Bupa Australia,Chief Commercial Officer - Health,,,"Maxim, Bupa Australia digital strategy — telehealth and virtual care are growing fast in Australia. But body measurement still defaults to in-person. Remote capture changes the equation.","Appreciate the connection. I'm from 3DLOOK — we built FitXpress to turn two smartphone photos into verified body measurements and composition data in under a minute.
For Bupa Australia's product roadmap, remote body measurement fills a specific gap in the digital health experience. Members enrolled in wellness programs, weight management, or post-surgical recovery need regular body measurement data — but current options are either clinic visits (low compliance) or self-report (low accuracy). FitXpress delivers 96-97% accuracy vs manual measurements from two photos, with full body composition including body fat percentage and lean mass. The data flows via API into whatever system Bupa Australia uses to track member health outcomes.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Maxim — a digital health stack thought. Most insurers have digitized claims, telehealth, and member portals. Body measurement is the piece that's still analog. FitXpress fills that gap: 96-97% accuracy vs manual measurements, 45 seconds, API integration. For Bupa Australia: a digital measurement layer that completes the virtual care experience. 15 minutes to walk through the integration?","Maxim — last note from me. If adding remote body measurement to Bupa Australia's digital health stack ever becomes a priority, I'm available."
,,Medibank,Non Executive Director,,,"Lisa, digital product at Medibank — most health insurers are layering digital services on top of analog measurement. Body data captured remotely closes that last gap.","Thanks for connecting. I'm from 3DLOOK — FitXpress captures 80+ body measurements, body composition, and a 3D body model from two smartphone photos in 45 seconds.
For a health insurer at Medibank's scale, the digital health stack needs three things: member-facing tools that drive engagement, clinical data that's regulator-ready, and integration that doesn't add operational overhead. FitXpress checks all three. Members scan in 45 seconds from their phone and get a 3D model with side-by-side progress visualization — that's the engagement layer. The backend delivers verified measurements with 96-97% accuracy vs manual measurements and an audit trail — that's the compliance layer. The whole thing integrates via API — that's the operational layer.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Lisa — specifically on the measurement gap. Medibank has the digital infrastructure. What's missing is remote body measurement that's accurate enough for clinical use and simple enough for member adoption. FitXpress delivers both: 96-97% accuracy vs manual measurements, 45 seconds. 15-minute demo?","Lisa — last note from me. If adding remote body measurement to Medibank's digital health stack ever becomes a priority, I'm available."
,,InstantScripts,Customer Engagement Manager,,,"Elisha, member growth at InstantScripts — digital health companies compete on retention, and retention hinges on members feeling their platform actively invests in their health. A visual body tracking tool delivers that.","Appreciate the connection. I'm from 3DLOOK — we built FitXpress to turn two smartphone photos into verified body measurements and composition data in under a minute.
For InstantScripts's member engagement strategy, the retention math is simple: members who actively use their platform's health tools are significantly less likely to switch. The challenge is giving them tools they'll actually use — not another generic wellness app. FitXpress fills that gap with something genuinely compelling: a 3D body scan from two photos that shows members exactly how their body is changing over time. Body fat percentage going down, lean mass going up, measurements shifting across 80+ data points — all visualized side by side with their previous scan. Yazen, a European weight loss platform, ran 34,000 scans in 2025. Their patients scan every 30 days, and the side-by-side 3D visualization is their #1 retention feature.","Elisha — a retention perspective. The members who stay are the ones who feel their platform invested in their health. FitXpress gives InstantScripts members a body scanning tool they'll use monthly: 3D model, progress visualization, body composition. Yazen's #1 retention feature. For InstantScripts: measurable retention lift. 10 minutes to see the member experience?","Elisha — won't keep going. If member engagement through verified body progress tracking comes up at InstantScripts, happy to show how it works."
,,Bupa Australia,Chief of Staff,,,"Isabella, Bupa Australia digital ecosystem — member health tracking is the engagement layer insurers are competing on. Remote body measurement with visual progress gives members a reason to stay engaged.","Appreciate the connection. I'm from 3DLOOK — we built FitXpress to turn two smartphone photos into verified body measurements and composition data in under a minute.
For a health insurer at Bupa Australia's scale, the digital health stack needs three things: member-facing tools that drive engagement, clinical data that's regulator-ready, and integration that doesn't add operational overhead. FitXpress checks all three. Members scan in 45 seconds from their phone and get a 3D model with side-by-side progress visualization — that's the engagement layer. The backend delivers verified measurements with 96-97% accuracy vs manual measurements and an audit trail — that's the compliance layer. The whole thing integrates via API — that's the operational layer.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Isabella — a digital health stack thought. Most insurers have digitized claims, telehealth, and member portals. Body measurement is the piece that's still analog. FitXpress fills that gap: 96-97% accuracy vs manual measurements, 45 seconds, API integration. For Bupa Australia: a digital measurement layer that completes the virtual care experience. 15 minutes to walk through the integration?","Isabella — final one. If the body measurement gap in Bupa Australia's digital health experience becomes a priority, reach out anytime."
,,Bupa Australia,Head of Transformation Delivery,,,"Amanda, Bupa Australia digital ecosystem — member health tracking is the engagement layer insurers are competing on. Remote body measurement with visual progress gives members a reason to stay engaged.","Appreciate the connection. I'm from 3DLOOK — we built FitXpress to turn two smartphone photos into verified body measurements and composition data in under a minute.
For a health insurer at Bupa Australia's scale, the digital health stack needs three things: member-facing tools that drive engagement, clinical data that's regulator-ready, and integration that doesn't add operational overhead. FitXpress checks all three. Members scan in 45 seconds from their phone and get a 3D model with side-by-side progress visualization — that's the engagement layer. The backend delivers verified measurements with 96-97% accuracy vs manual measurements and an audit trail — that's the compliance layer. The whole thing integrates via API — that's the operational layer.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Amanda — one more. The insurers winning on digital engagement are the ones closing the gap between virtual tools and physical health data. FitXpress provides verified body measurement via API — 80+ metrics, body composition, 96-97% accuracy vs manual measurements. For Bupa Australia's digital health strategy: remote measurement that members actually use and clinical teams trust. Worth 10 minutes?","Amanda — leaving this here. If remote body measurement API integration ever becomes relevant for Bupa Australia's product roadmap, I'm available."
