person_id,full_name,title,company_name,linkedin_url,decision,priority,reason,recommended_message_angle
346,Emma Stroligo,People & Culture Business Partner,HCF Australia,https://au.linkedin.com/in/emma-stroligo-92021894,FAIL,,,
347,Senad Ameti,Principal Engineer,Medibank,https://au.linkedin.com/in/senad-ameti,FAIL,,,
348,Ilana Krasny,Business Practice Manager,Bupa Australia,https://au.linkedin.com/in/ilana-krasny-995a98256,FAIL,,,
349,Weng Tak Poon,Chief Operations Officer,qoctor,https://au.linkedin.com/in/weng-tak-poon-560080137,PASS,1,ICP title match — decision-maker in relevant function,operational-scale
350,Sai kulkarni,Test Manager,Bupa Australia,https://au.linkedin.com/in/sai-kulkarni-480272229,FAIL,,,
351,Luis Macedo,Experience Design Manager,Bupa Australia,https://au.linkedin.com/in/luis-macedo,FAIL,,,
352,Sophie Eddleston,Employee Change & Communications Partner,Medibank,https://au.linkedin.com/in/sophieeddleston,FAIL,,,
353,Edinson Mejia,Mobile Principal Engineer,Medibank,https://au.linkedin.com/in/edinson-mejia-64a11586,FAIL,,,
354,Cassandra Labrie,Territory Manager,Medibank,https://au.linkedin.com/in/cassandra-labrie-23952b203,FAIL,,,
355,Rishi Pasricha,Branch Manager,HCF Australia,https://au.linkedin.com/in/rishipasricha,FAIL,,,
356,Bruce McCoombe,Group Capital Works Manager,Medibank,https://au.linkedin.com/in/bruce-mccoombe-29746295,FAIL,,,
357,Daniel C.,Principal Engineer,Medibank,https://au.linkedin.com/in/danielcab,FAIL,,,
358,King H C.,Store Manager,Bupa Australia,https://www.linkedin.com/in/king-h-c-bba280291/,FAIL,,,
359,Antoinette Knox,Branch Support Manager,HCF Australia,https://au.linkedin.com/in/antoinetteknox-servicedelivery,FAIL,,,
360,Allina Inkster,Information Technology Business Partner,HCF Australia,https://au.linkedin.com/in/allina-inkster-83015629,PASS,3,ICP title match — decision-maker in relevant function,product-integration
361,Yasmeen Farukh,Head of Connected Health Portfolio,Medibank,https://ke.linkedin.com/in/yasmeen-farukh-8a17b5381,PASS,2,ICP title match — decision-maker in relevant function,clinical-operations
362,Bruce McCoombe,Capital Works Manager,Medibank,https://au.linkedin.com/in/bruce-mccoombe-29746295,FAIL,,,
363,lovepreet kaur,Practice Manager,HCF Australia,https://au.linkedin.com/in/lovepreet-kaur-920597309,FAIL,,,
364,Chris Kagiaros,People & Culture Business Partner,Medibank Private,https://au.linkedin.com/in/chris-kagiaros-6552bb14,FAIL,,,
365,Elva Zhou,Assistant Manager,Medibank,https://au.linkedin.com/in/elva-zhou-5a3194245,FAIL,,,
366,Mat Hudson,UXC Managed Services,Medibank,https://au.linkedin.com/in/mat-hudson-19906a108,FAIL,,,
367,Steve Coleman,Business Improvement Manager,Medibank,https://au.linkedin.com/in/steve-coleman-0543922a6,FAIL,,,
368,Rebecca Simmons,manager,HCF,https://au.linkedin.com/in/rebecca-simmons-2b036364,FAIL,,,
369,Sherry Green,"Product Manager, Primary Care Technology",Bupa Australia,https://au.linkedin.com/in/sherry-green,PASS,3,ICP title match — decision-maker in relevant function,product-integration
370,P S.,Case Manager,Medibank,https://au.linkedin.com/in/carmen-deane-a78012b8,FAIL,,,
371,Ke Lu,Assistant Manager,HCF Australia,https://au.linkedin.com/in/ke-lu-277081102,FAIL,,,
372,Isaac Ho,Group Strategy Manager,Medibank,https://au.linkedin.com/in/isaac-ho-64a68493,PASS,3,ICP title match — decision-maker in relevant function,digital-health-strategy
373,Zeki Guler,Principal Engineer,Medibank,https://au.linkedin.com/in/zeki-guler-7975b762,FAIL,,,
374,Julianne Kelly,Branch Manager,HCF Australia,https://au.linkedin.com/in/julianne-kelly-a872391aa,FAIL,,,
375,Deborah Gumley,Manager,Medibank,https://au.linkedin.com/in/deborah-gumley-6b077a65,FAIL,,,
376,GEORGE SAVVIDES,CEO,Medibank,https://au.linkedin.com/in/georgesavvides,PASS,1,ICP title match — decision-maker in relevant function,executive-outcomes
377,Andrew Chang,CEO Head Quater,Medibank,https://au.linkedin.com/in/andrew-chang-1b901ab7,PASS,1,ICP title match — decision-maker in relevant function,executive-outcomes
378,Dayan Trott,Health Manager,Medibank Health Solutions,https://www.linkedin.com/in/dayan-trott-40128360/,PASS,3,ICP title match — decision-maker in relevant function,clinical-operations
379,Paul Higgs,Local Community Leader at Medibank,Medibank,https://au.linkedin.com/in/paul-higgs-77262471,FAIL,,,
380,jennifer morris,Manager Ezipay,HCF,https://au.linkedin.com/in/jennifer-morris-34ab5091,FAIL,,,
381,Mithun Prem,Principal Engineer,Medibank,https://au.linkedin.com/in/mithunprem,FAIL,,,
382,Preet Gill,Retail Store Manager,Medibank,https://au.linkedin.com/in/preet-gill-3807a210b,FAIL,,,
383,Noura Cheded,Call Centre Manager,HCF,https://www.linkedin.com/in/noura-cheded-498293a2/,FAIL,,,
384,Sarah Donato,Practice Manager,Medmate,https://au.linkedin.com/in/sarah-donato-061552336,FAIL,,,
385,Chance Chiera,Head of Payment Integrity,Medibank,https://au.linkedin.com/in/uy-cherrymae,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
386,Dakshnamoorthy Rajendaran,API/Integration Principal Engineer,Medibank,https://au.linkedin.com/in/dakshnamoorthy-rajendaran-0a763833,FAIL,,,
387,Billy Lau,Product Manager,HCF Australia,https://au.linkedin.com/in/billy-lau-aaa49287,PASS,3,ICP title match — decision-maker in relevant function,product-integration
388,Julie Crawford,Director Of Operations,Medibank,https://au.linkedin.com/in/julie-crawford-9b7a08248,PASS,1,ICP title match — decision-maker in relevant function,product-integration
389,Robert Goaley,Non Ex Director,HCF,https://au.linkedin.com/in/robert-goaley-64507643,PASS,1,ICP title match — decision-maker in relevant function,product-integration
390,Vi Pham,Partnership Manager,Medibank,https://au.linkedin.com/in/vi-pham-5051b717a,PASS,3,ICP title match — decision-maker in relevant function,digital-health-strategy
391,Don Li,Business Develop Manager,Medibank,https://au.linkedin.com/in/don-li-17141b63,FAIL,,,
392,Jason Sylver,Assistant Manager,Medibank,https://www.linkedin.com/in/jason-sylver-9840a913b/,FAIL,,,
393,Peter Sandyford,Manager,HCF,https://au.linkedin.com/in/peter-sandyford-0203682b,FAIL,,,
394,Amanda Tonner,Team Leader,Medibank Health Solutions,https://au.linkedin.com/in/amanda-tonner-24930571,FAIL,,,
395,Jo Ramsbotham,Manager,HCF Australia,https://au.linkedin.com/in/jo-ramsbotham-61335421a,FAIL,,,
396,Belinda Prior,Zone Manager Launceston,Medibank,https://au.linkedin.com/in/belinda-prior-b1133b78,FAIL,,,
397,Gary Wishart,HSW Business Partner,Medibank,https://au.linkedin.com/in/gary-wishart-918938b2,FAIL,,,
398,carolyne spies,Business Support Manager,Medibank Health Solutions,https://au.linkedin.com/in/carolyne-spies-28723529,FAIL,,,
399,Jo-Ann McAllister,Practice Manager,HCF Australia,https://au.linkedin.com/in/jo-ann-mcallister-625112158,FAIL,,,
400,sheree scott,practice manager,HCF Australia,https://au.linkedin.com/in/sheree-scott-ab63a8155,FAIL,,,
401,Rebecca Hultink,practice manager,Medibank Health Solutions,https://au.linkedin.com/in/rebecca-hultink-686790100,FAIL,,,
402,Jackie Brandner,Practice manager,Medibank Health Solutions,https://au.linkedin.com/in/jackie-brandner-830b7184,FAIL,,,
403,Linda Golub,Practice Manager,Medibank Health Solutions,https://au.linkedin.com/in/linda-golub-30128489,FAIL,,,
404,Tania Repovac,Zone Manager,Medibank,https://www.linkedin.com/in/tania-repovac-b4111762/,FAIL,,,
405,Jagath Ratnayake,Zone Manager,Medibank,https://au.linkedin.com/in/jagath-ratnayake-338a2770,FAIL,,,
406,Garry Guff,Zone Manager,Medibank Private,https://au.linkedin.com/in/garry-guff-2a10aa113,FAIL,,,
407,Leanne Cossart,Zone Manager,Medibank,https://au.linkedin.com/in/leanne-cossart-a7215471,FAIL,,,
408,Colin Dobson,Test Manager,Medibank Private,https://au.linkedin.com/in/colin-dobson-11089256,FAIL,,,
409,Charlie Lee,branch manager,Medibank,https://au.linkedin.com/in/jennifer-vo-phuoc-6b1b5113,FAIL,,,
410,Dean Cashmore,Branch Manager,HCF Australia,https://www.linkedin.com/in/dean-cashmore-6856181ba/,FAIL,,,
411,Joe Hong,Retail Centre Manager,Medibank,https://au.linkedin.com/in/joe-hong-3aa744a6,FAIL,,,
412,Sindi Sihana,Manager,HCF Australia,https://au.linkedin.com/in/sindi-sihana-08ba94377,FAIL,,,
413,Marg Kilkeary,Regional Manager,Medibank Private,https://au.linkedin.com/in/marg-kilkeary-73407558,FAIL,,,
414,Mark Rogers,Head Of School,Medibank,https://au.linkedin.com/in/mark-rogers-78058b20b,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
415,Mez Hoy,Pharmacist,Medibank,https://au.linkedin.com/in/mez-hoy-2099a64a,FAIL,,,
416,Andi Crowe,Manager,Medibank Private,https://www.linkedin.com/in/andi-crowe-a91b6529/,FAIL,,,
417,Grahame Ferguson,Nursing Manager,Medibank,https://www.linkedin.com/in/grahame-ferguson-44b305342/,FAIL,,,
418,Nancy Sun,Assistant Store Manager,Medibank,https://au.linkedin.com/in/nancy-sun-25a948a1,FAIL,,,
419,Harry Walker,Management Team,Medibank,https://au.linkedin.com/in/harry-walker-2b8801180,FAIL,,,
420,Mary Robson,Practice Manager - Medibank Health Solutions,Medibank,https://au.linkedin.com/in/mary-robson-50898189,FAIL,,,
421,Brian Loo,General Manager Queensland,Medibank Private,https://au.linkedin.com/in/brian-nathan,PASS,2,ICP title match — decision-maker in relevant function,digital-health-strategy
422,John Smith,Business Owner,Medibank,https://au.linkedin.com/in/boyd-smith-476940270,FAIL,,,
423,John Panos,Territory Manager,Medibank,https://au.linkedin.com/in/john-panos-94b534317,FAIL,,,
424,David Bass,Owner,Medibank Private,https://au.linkedin.com/in/david-bass-b3a1259,FAIL,,,
425,Sunita Prasad,Manager,HCF,https://au.linkedin.com/in/sunita-prasad-76a37972,FAIL,,,
426,Alan Gormly,Regional Clinical Director,Medibank Health Solutions,https://au.linkedin.com/in/alan-gormly-bb39b34b,PASS,1,ICP title match — decision-maker in relevant function,clinical-operations
427,Julie Edwards,Business Projects - Change Management,Medibank Private,https://au.linkedin.com/in/julie-edwards-6070b133,FAIL,,,
428,Mary Mowle,(Acting) Practice Manager,Medibank,https://au.linkedin.com/in/mary-mowle-04968093,FAIL,,,
429,Denise Rea,CX Division Manager,Medibank,https://au.linkedin.com/in/denise-rea-487876194,FAIL,,,
430,colin Kilkolly,Manager,Medibank,https://au.linkedin.com/in/colin-kilkolly-95a124173,FAIL,,,
431,Amelia Griffith,Team Manager,Medibank Health Solutions,https://au.linkedin.com/in/amelia-griffith-530b2921,FAIL,,,
432,Kate McConnon,National Medical Director,Medibank Health Solutions,https://au.linkedin.com/in/kate-mcconnon-15072587,PASS,1,ICP title match — decision-maker in relevant function,clinical-operations
433,Michelle Bradbury,Manager,Bupa Australia,https://au.linkedin.com/in/michelle-bradbury-1b3610383,FAIL,,,
434,gary farlow,Team manager,Medibank Health Solutions,https://au.linkedin.com/in/gary-farlow-84a9193b,FAIL,,,
435,Debbie Carter,Manager,Medibank,https://au.linkedin.com/in/debbie-carter-527608168,FAIL,,,
436,Findlay Blyth,Team Manager,Medibank Private,https://au.linkedin.com/in/findlay-blyth-85699629,FAIL,,,
437,dolly sudan,Manager,HCF Australia,https://au.linkedin.com/in/dolly-sudan-137a14209,FAIL,,,
438,Leonie Barritt,Retail Centre Manager Bundaberg,Medibank,https://au.linkedin.com/in/leonie-barritt-794361b7,FAIL,,,
439,elena Kourbakova,manager,HCF,https://au.linkedin.com/in/elena-kourbakova-b4510923,FAIL,,,
440,Anna Moras,"Assistant to the General Manger, Business Projects",Medibank Private,https://au.linkedin.com/in/anna-moras-52b23a44,FAIL,,,
441,Tanja Santangelo,Manager,Medibank,https://au.linkedin.com/in/tanja-santangelo-13314ba0,FAIL,,,
442,Greg Radford,Outbound Services Manager,Medibank Private,https://au.linkedin.com/in/greg-radford-2a47064,FAIL,,,
443,Tricia Pincini,Manager,Medibank Health Solutions,https://au.linkedin.com/in/tricia-pincini-44094a5b,FAIL,,,
